Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Small Living Room on a Budget UK,https://raw.githubusercontent.com/badreddineX/British-home.BLOG/086c775b4d004fddbdf172b1b193f584a8bc6ea7/pinterest-pins/template-def-2026-08-12/small-living-room-budget-uk-D.png,Living Room,,"How to refresh a small UK living room for under £150 — lighting, rug, cushions, wall art, and a plant, in priority order with real Dunelm, IKEA, and Amazon UK prices. Save this pin for later!",https://britishhomeinterior.co.uk/blog/small-living-room-budget-uk,2026-08-24T17:00:00,"living room on a budget UK, cheap living room makeover UK, small living room ideas UK, living room refresh UK"
11 Small Living Room Ideas UK,https://raw.githubusercontent.com/badreddineX/British-home.BLOG/086c775b4d004fddbdf172b1b193f584a8bc6ea7/pinterest-pins/template-def-2026-08-12/small-living-room-ideas-uk-D.png,Living Room,,"11 practical small living room ideas for UK flats — layout tricks, mirror placement, rug sizing, lighting and furniture tips. Real fixes for small spaces. Save this pin for later!",https://britishhomeinterior.co.uk/blog/small-living-room-ideas-uk,2026-08-24T18:00:00,"small flat living room ideas, small lounge ideas uk, small living room UK, small flat living room, living room ideas small space"
Small Living Room Layout Ideas UK,https://raw.githubusercontent.com/badreddineX/British-home.BLOG/086c775b4d004fddbdf172b1b193f584a8bc6ea7/pinterest-pins/template-def-2026-08-12/small-living-room-layout-ideas-D.png,Living Room,,"How to arrange furniture in a tiny British lounge — layout principles, scale rules, and specific configurations for rooms under 15 square metres. Save this pin for later!",https://britishhomeinterior.co.uk/blog/small-living-room-layout-ideas,2026-08-24T19:00:00,"small front room layouts, small living room layouts, ideas for small living rooms uk, small lounge layout UK, tiny living room UK"
Small Living Room Storage Ideas UK,https://raw.githubusercontent.com/badreddineX/British-home.BLOG/086c775b4d004fddbdf172b1b193f584a8bc6ea7/pinterest-pins/template-def-2026-08-12/small-living-room-storage-ideas-uk-D.png,Living Room,,"12 small living room storage ideas for UK flats — no fitted furniture, all renter-friendly with real £ prices from IKEA, Argos, Dunelm and Amazon UK. Save this pin for later!",https://britishhomeinterior.co.uk/blog/small-living-room-storage-ideas-uk,2026-08-24T20:00:00,"living room storage ideas, renter storage UK, alcove shelving UK, no drill storage UK, small flat storage ideas"
Soft Minimalism Living Room Ideas for UK Homes,https://raw.githubusercontent.com/badreddineX/British-home.BLOG/086c775b4d004fddbdf172b1b193f584a8bc6ea7/pinterest-pins/template-def-2026-08-12/soft-minimalism-living-room-ideas-uk-D.png,Living Room,,"Soft minimalism living room ideas for small UK flats — warm neutrals, curved boucle furniture, and layered lighting. Real UK retailer prices included. Save this pin for later!",https://britishhomeinterior.co.uk/blog/soft-minimalism-living-room-ideas-uk,2026-08-24T21:00:00,"soft minimalism UK, small living room ideas UK, warm minimalist living room, boucle living room UK, living room trends 2026"
Spring Home Refresh Ideas UK,https://raw.githubusercontent.com/badreddineX/British-home.BLOG/086c775b4d004fddbdf172b1b193f584a8bc6ea7/pinterest-pins/template-def-2026-08-12/spring-home-refresh-ideas-uk-D.png,Living Room,,"How to refresh your UK home for spring — lighter textiles, fresh colours, a proper declutter, and bringing nature inside. Practical ideas with UK prices. Save this pin for later!",https://britishhomeinterior.co.uk/blog/spring-home-refresh-ideas-uk,2026-08-24T22:00:00,"spring decorating ideas uk, spring home ideas, spring home decor UK, spring cleaning UK, spring interior refresh"
Unfitted Kitchen Ideas UK: 2026's Budget-Friendly Trend,https://raw.githubusercontent.com/badreddineX/British-home.BLOG/086c775b4d004fddbdf172b1b193f584a8bc6ea7/pinterest-pins/template-def-2026-08-12/unfitted-kitchen-ideas-uk-D.png,Room Makeovers,,"Discover stylish, renter-friendly unfitted kitchen ideas for UK homes in 2026 — from freestanding units to peel-and-stick backsplashes. Save this pin for later!",https://britishhomeinterior.co.uk/blog/unfitted-kitchen-ideas-uk,2026-08-25T17:00:00,"budget kitchen, renter-friendly decor, freestanding kitchen"
12 Vertical Storage Ideas for Small UK Flats,https://raw.githubusercontent.com/badreddineX/British-home.BLOG/086c775b4d004fddbdf172b1b193f584a8bc6ea7/pinterest-pins/template-def-2026-08-12/vertical-storage-ideas-uk-flats-D.png,Room Makeovers,,"Small flat storage solutions that maximise height — renter-friendly, budget-conscious ideas for UK homes using IKEA, Dunelm & more. Save this pin for later!",https://britishhomeinterior.co.uk/blog/vertical-storage-ideas-uk-flats,2026-08-25T18:00:00,"vertical storage ideas uk, wall storage small flat, small flat storage, budget, renter-friendly decor"
Victorian Terrace Interior Ideas,https://raw.githubusercontent.com/badreddineX/British-home.BLOG/086c775b4d004fddbdf172b1b193f584a8bc6ea7/pinterest-pins/template-def-2026-08-12/victorian-terrace-interior-ideas-uk-D.png,Room Makeovers,,"Interior guide for Victorian terraced houses — restoring cornicing, fireplaces and encaustic tiles, period-appropriate colour palettes, mixing old and new. Save this pin for later!",https://britishhomeinterior.co.uk/blog/victorian-terrace-interior-ideas-uk,2026-08-25T19:00:00,"interior design victorian terrace, victorian terrace decor ideas, period property interior ideas, Victorian house interior UK, period home decor UK"
Winter Cosy Home Ideas UK,https://raw.githubusercontent.com/badreddineX/British-home.BLOG/086c775b4d004fddbdf172b1b193f584a8bc6ea7/pinterest-pins/template-def-2026-08-12/winter-cosy-home-ideas-uk-D.png,Living Room,,"How to make your UK home feel warm and cosy through winter — draught-proofing, layered lighting, heavy curtains, warm scents, and hibernation corners. Save this pin for later!",https://britishhomeinterior.co.uk/blog/winter-cosy-home-ideas-uk,2026-08-25T20:00:00,"winter home decor uk, cosy winter living room, cosy home UK winter, British winter home decor, warm home UK"
